--------------------Report--------------------
[0]  master A: 2  master B: 2  master ALUControl: 0  master result: 2  slave result: 2      correct? 1
[299]  master A: 582  master B: 855  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[300]  master A: 584  master B: 858  master ALUControl: 0  master result: 584  slave result: 584      correct? 1
[301]  master A: 586  master B: 861  master ALUControl: 1  master result: 279  slave result: 279      correct? 1
[302]  master A: 588  master B: 864  master ALUControl: 2  master result: 4294967020  slave result: 4294967020      correct? 1
[303]  master A: 590  master B: 867  master ALUControl: 3  master result: 4294967019  slave result: 1457      correct? 0
[304]  master A: 592  master B: 870  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[305]  master A: 594  master B: 873  master ALUControl: 5  master result: 4294966404  slave result: 4294966404      correct? 1
[306]  master A: 596  master B: 876  master ALUControl: 6  master result: 4294966404  slave result: 4294966404      correct? 1
[307]  master A: 598  master B: 879  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[308]  master A: 600  master B: 882  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[309]  master A: 602  master B: 885  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[310]  master A: 604  master B: 888  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[311]  master A: 606  master B: 891  master ALUControl: 11  master result: 19392  slave result: 19392      correct? 1
[312]  master A: 608  master B: 894  master ALUControl: 12  master result: 286  slave result: 286      correct? 1
[313]  master A: 610  master B: 897  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[314]  master A: 612  master B: 900  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[315]  master A: 614  master B: 903  master ALUControl: 0  master result: 518  slave result: 518      correct? 1
[316]  master A: 616  master B: 906  master ALUControl: 1  master result: 482  slave result: 482      correct? 1
[317]  master A: 618  master B: 909  master ALUControl: 2  master result: 4294967005  slave result: 4294967005      correct? 1
[318]  master A: 620  master B: 912  master ALUControl: 3  master result: 4294967004  slave result: 1532      correct? 0
[319]  master A: 622  master B: 915  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[320]  master A: 624  master B: 918  master ALUControl: 5  master result: 4294966281  slave result: 4294966281      correct? 1
[321]  master A: 626  master B: 921  master ALUControl: 6  master result: 4294966281  slave result: 4294966281      correct? 1
[322]  master A: 628  master B: 924  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[323]  master A: 630  master B: 927  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[324]  master A: 632  master B: 930  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[325]  master A: 634  master B: 933  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[326]  master A: 636  master B: 936  master ALUControl: 11  master result: 2080374786  slave result: 2080374786      correct? 1
[327]  master A: 638  master B: 939  master ALUControl: 12  master result: 469  slave result: 469      correct? 1
[328]  master A: 640  master B: 942  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[329]  master A: 642  master B: 945  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[330]  master A: 644  master B: 948  master ALUControl: 0  master result: 644  slave result: 644      correct? 1
[331]  master A: 646  master B: 951  master ALUControl: 1  master result: 305  slave result: 305      correct? 1
[332]  master A: 648  master B: 954  master ALUControl: 2  master result: 4294966990  slave result: 4294966990      correct? 1
[333]  master A: 650  master B: 957  master ALUControl: 3  master result: 4294966989  slave result: 1607      correct? 0
[334]  master A: 652  master B: 960  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[335]  master A: 654  master B: 963  master ALUControl: 5  master result: 4294966320  slave result: 4294966320      correct? 1
[336]  master A: 656  master B: 966  master ALUControl: 6  master result: 4294966320  slave result: 4294966320      correct? 1
[337]  master A: 658  master B: 969  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[338]  master A: 660  master B: 972  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[339]  master A: 662  master B: 975  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[340]  master A: 664  master B: 978  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[341]  master A: 666  master B: 981  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[342]  master A: 668  master B: 984  master ALUControl: 12  master result: 324  slave result: 324      correct? 1
[343]  master A: 670  master B: 987  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[344]  master A: 672  master B: 990  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[345]  master A: 674  master B: 993  master ALUControl: 0  master result: 672  slave result: 672      correct? 1
[346]  master A: 676  master B: 996  master ALUControl: 1  master result: 320  slave result: 320      correct? 1
[347]  master A: 678  master B: 999  master ALUControl: 2  master result: 4294966975  slave result: 4294966975      correct? 1
[348]  master A: 680  master B: 1002  master ALUControl: 3  master result: 4294966974  slave result: 1682      correct? 0
[349]  master A: 682  master B: 1005  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[350]  master A: 684  master B: 1008  master ALUControl: 5  master result: 4294966275  slave result: 4294966275      correct? 1
[351]  master A: 686  master B: 1011  master ALUControl: 6  master result: 4294966275  slave result: 4294966275      correct? 1
[352]  master A: 688  master B: 1014  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[353]  master A: 690  master B: 1017  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[354]  master A: 692  master B: 1020  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[355]  master A: 694  master B: 1023  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[356]  master A: 696  master B: 1026  master ALUControl: 11  master result: 174  slave result: 174      correct? 1
[357]  master A: 698  master B: 1029  master ALUControl: 12  master result: 1727  slave result: 1727      correct? 1
[358]  master A: 700  master B: 1032  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[359]  master A: 702  master B: 1035  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[360]  master A: 704  master B: 1038  master ALUControl: 0  master result: 0  slave result: 0      correct? 1
[361]  master A: 706  master B: 1041  master ALUControl: 1  master result: 1747  slave result: 1747      correct? 1
[362]  master A: 708  master B: 1044  master ALUControl: 2  master result: 4294966960  slave result: 4294966960      correct? 1
[363]  master A: 710  master B: 1047  master ALUControl: 3  master result: 4294966959  slave result: 1757      correct? 0
[364]  master A: 712  master B: 1050  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[365]  master A: 714  master B: 1053  master ALUControl: 5  master result: 4294965536  slave result: 4294965536      correct? 1
[366]  master A: 716  master B: 1056  master ALUControl: 6  master result: 4294965536  slave result: 4294965536      correct? 1
[367]  master A: 718  master B: 1059  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[368]  master A: 720  master B: 1062  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[369]  master A: 722  master B: 1065  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[370]  master A: 724  master B: 1068  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[371]  master A: 726  master B: 1071  master ALUControl: 11  master result: 95158272  slave result: 95158272      correct? 1
[372]  master A: 728  master B: 1074  master ALUControl: 12  master result: 1770  slave result: 1770      correct? 1
[373]  master A: 730  master B: 1077  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[374]  master A: 732  master B: 1080  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[375]  master A: 734  master B: 1083  master ALUControl: 0  master result: 26  slave result: 26      correct? 1
[376]  master A: 736  master B: 1086  master ALUControl: 1  master result: 1758  slave result: 1758      correct? 1
[377]  master A: 738  master B: 1089  master ALUControl: 2  master result: 4294966945  slave result: 4294966945      correct? 1
[378]  master A: 740  master B: 1092  master ALUControl: 3  master result: 4294966944  slave result: 1832      correct? 0
[379]  master A: 742  master B: 1095  master ALUControl: 4  master result: 1  slave result: 1      correct? 1
[380]  master A: 744  master B: 1098  master ALUControl: 5  master result: 4294965525  slave result: 4294965525      correct? 1
[381]  master A: 746  master B: 1101  master ALUControl: 6  master result: 4294965525  slave result: 4294965525      correct? 1
[382]  master A: 748  master B: 1104  master ALUControl: 7  master result: 0  slave result: 0      correct? 1
[383]  master A: 750  master B: 1107  master ALUControl: 8  master result: 0  slave result: 0      correct? 1
[384]  master A: 752  master B: 1110  master ALUControl: 9  master result: 0  slave result: 0      correct? 1
[385]  master A: 754  master B: 1113  master ALUControl: 10  master result: 0  slave result: 0      correct? 1
[386]  master A: 756  master B: 1116  master ALUControl: 11  master result: 0  slave result: 0      correct? 1
[387]  master A: 758  master B: 1119  master ALUControl: 12  master result: 1705  slave result: 1705      correct? 1
[388]  master A: 760  master B: 1122  master ALUControl: 13  master result: 1  slave result: 1      correct? 1
[389]  master A: 762  master B: 1125  master ALUControl: 14  master result: 1  slave result: 1      correct? 1
[390]  master A: 764  master B: 1128  master ALUControl: 0  master result: 104  slave result: 104      correct? 1
[391]  master A: 766  master B: 1131  master ALUControl: 1  master result: 1685  slave result: 1685      correct? 1
[392]  master A: 768  master B: 1134  master ALUControl: 2  master result: 4294966930  slave result: 4294966930      correct? 1
[393]  master A: 770  master B: 1137  master ALUControl: 3  master result: 4294966929  slave result: 1907      correct? 0
